-0.02, 0.05, 1.00,2020-04-20T15:28:43.708Z
-0.03, 0.05, 1.00,2020-04-20T15:28:43.774Z
-0.02, 0.05, 1.01,2020-04-20T15:28:43.853Z
-0.06, 0.17, 1.00,2020-04-20T15:28:44.011Z
-0.04, 0.01, 0.99,2020-04-20T15:28:44.181Z
-0.04, 0.04, 1.01,2020-04-20T15:28:44.427Z
-0.03, 0.03, 1.00,2020-04-20T15:28:44.492Z
-0.02, 0.06, 1.00,2020-04-20T15:28:44.733Z
-0.01, 0.05, 1.00,2020-04-20T15:28:44.816Z
-0.02, 0.02, 1.01,2020-04-20T15:28:45.042Z
-0.02, 0.04, 1.01,2020-04-20T15:28:45.135Z
-0.04, 0.07, 1.00,2020-04-20T15:28:45.306Z
-0.03, 0.05, 1.01,2020-04-20T15:28:45.459Z
-0.03, 0.06, 1.00,2020-04-20T15:28:45.653Z
-0.02, 0.05, 1.00,2020-04-20T15:28:45.785Z
-0.03, 0.05, 1.00,2020-04-20T15:28:45.961Z
-0.02, 0.05, 1.00,2020-04-20T15:28:46.103Z
-0.02, 0.05, 1.01,2020-04-20T15:28:46.269Z
0.01, 0.10, 1.01,2020-04-20T15:28:46.577Z
-0.03, 0.06, 1.01,2020-04-20T15:28:46.647Z
-0.03, 0.05, 1.01,2020-04-20T15:28:46.741Z
-0.04, 0.04, 1.01,2020-04-20T15:28:46.987Z
-0.02, 0.02, 1.00,2020-04-20T15:28:47.126Z
-0.02, 0.04, 0.99,2020-04-20T15:28:47.228Z
-0.01, 0.06, 1.00,2020-04-20T15:28:47.497Z
-0.01, 0.02, 1.00,2020-04-20T15:28:47.562Z
-0.04, 0.05, 1.00,2020-04-20T15:28:47.804Z
-0.03, 0.05, 1.00,2020-04-20T15:28:47.873Z
-0.02, 0.05, 1.01,2020-04-20T15:28:48.112Z
-0.03, 0.06, 1.01,2020-04-20T15:28:48.188Z
-0.02, 0.04, 1.01,2020-04-20T15:28:48.420Z
-0.03, 0.05, 1.00,2020-04-20T15:28:48.519Z
-0.02, 0.05, 1.01,2020-04-20T15:28:48.680Z
0.00, 0.05, 1.00,2020-04-20T15:28:48.939Z
-0.09, 0.00, 0.96,2020-04-20T15:28:49.005Z
-0.00, 0.08, 1.01,2020-04-20T15:28:49.239Z
0.00, 0.09, 1.02,2020-04-20T15:28:49.315Z
-0.05, 0.05, 0.99,2020-04-20T15:28:49.480Z
-0.04, 0.01, 1.01,2020-04-20T15:28:49.751Z
-0.02, 0.00, 1.00,2020-04-20T15:28:49.816Z
-0.05, 0.10, 1.00,2020-04-20T15:28:49.958Z
-0.03, 0.01, 1.01,2020-04-20T15:28:50.263Z
-0.03, 0.01, 1.00,2020-04-20T15:28:50.332Z
0.00, -0.02, 1.02,2020-04-20T15:28:50.673Z
-0.05, -0.02, 0.99,2020-04-20T15:28:50.795Z
0.00, 0.02, 1.00,2020-04-20T15:28:50.859Z
-0.07, 0.07, 1.00,2020-04-20T15:28:50.925Z
-0.01, 0.08, 1.02,2020-04-20T15:28:51.184Z
0.00, 0.04, 1.01,2020-04-20T15:28:51.249Z
-0.01, 0.11, 1.02,2020-04-20T15:28:51.493Z
-0.02, 0.05, 1.01,2020-04-20T15:28:51.565Z
-0.01, 0.07, 1.01,2020-04-20T15:28:51.799Z
-0.04, 0.04, 1.00,2020-04-20T15:28:51.888Z
-0.05, 0.07, 1.00,2020-04-20T15:28:52.106Z
-0.03, 0.10, 1.02,2020-04-20T15:28:52.212Z
-0.00, 0.14, 1.03,2020-04-20T15:28:52.413Z
-0.03, 0.06, 1.00,2020-04-20T15:28:52.533Z
-0.01, 0.03, 1.00,2020-04-20T15:28:52.824Z
-0.00, -0.01, 1.00,2020-04-20T15:28:52.887Z
0.01, 0.01, 1.02,2020-04-20T15:28:53.012Z
-0.02, 0.02, 1.01,2020-04-20T15:28:53.232Z
-0.05, -0.03, 0.98,2020-04-20T15:28:53.334Z
-0.05, -0.01, 0.97,2020-04-20T15:28:53.540Z
-0.02, 0.07, 1.01,2020-04-20T15:28:53.655Z
-0.02, 0.07, 1.01,2020-04-20T15:28:53.818Z
-0.00, 0.05, 1.02,2020-04-20T15:28:53.976Z
-0.01, -0.00, 1.01,2020-04-20T15:28:54.155Z
-0.02, 0.01, 1.01,2020-04-20T15:28:54.297Z
0.02, 0.03, 1.02,2020-04-20T15:28:54.458Z
-0.03, -0.03, 1.00,2020-04-20T15:28:54.665Z
-0.08, 0.04, 0.98,2020-04-20T15:28:54.781Z
-0.03, -0.01, 1.00,2020-04-20T15:28:54.973Z
0.01, 0.06, 1.02,2020-04-20T15:28:55.114Z
-0.03, 0.04, 1.00,2020-04-20T15:28:55.285Z
-0.03, 0.07, 1.01,2020-04-20T15:28:55.421Z
-0.02, 0.06, 1.01,2020-04-20T15:28:55.690Z
0.00, 0.06, 1.02,2020-04-20T15:28:55.761Z
-0.02, 0.11, 1.01,2020-04-20T15:28:55.996Z
-0.07, 0.03, 0.98,2020-04-20T15:28:56.065Z
-0.03, -0.03, 1.01,2020-04-20T15:28:56.304Z
-0.00, 0.01, 1.01,2020-04-20T15:28:56.389Z
-0.03, 0.01, 0.99,2020-04-20T15:28:56.550Z
-0.06, 0.03, 0.99,2020-04-20T15:28:56.707Z
0.01, 0.07, 1.01,2020-04-20T15:28:56.922Z
-0.07, 0.03, 0.99,2020-04-20T15:28:57.029Z
-0.01, 0.07, 1.00,2020-04-20T15:28:57.189Z
